id,farmId,parcelIndex,cropType,harvestDate,quantity,unit,qualityGrade
6292,2107,0,"Palay (Rice)","2023-07-20",9.04,"kg","Premium"
6293,2107,0,"Palay (Rice)","2024-03-06",9.04,"kg","Premium"
6294,2108,0,"Cucumber","2024-11-12",7.70,"kg","Premium"
6295,2108,0,"Cucumber","2022-08-14",7.70,"kg","Premium"
6296,2108,0,"Cucumber","2023-04-13",7.70,"kg","Premium"
6297,2109,0,"Cassava","2023-10-04",13.38,"kg","Premium"
6298,2109,0,"Cassava","2023-09-01",13.38,"kg","Premium"
6299,2109,0,"Cassava","2022-08-15",13.38,"kg","Premium"
6300,2110,0,"Tomato","2023-06-26",17.16,"kg","Premium"
6301,2110,0,"Tomato","2022-01-16",17.16,"kg","Premium"
6302,2111,0,"Palay (Rice)","2024-06-21",17.61,"kg","Premium"
6303,2111,0,"Palay (Rice)","2024-10-03",17.61,"kg","Premium"
6304,2111,0,"Palay (Rice)","2024-06-12",17.61,"kg","Premium"
6305,2112,0,"Mango","2023-11-26",28.26,"kg","Premium"
6306,2112,0,"Mango","2023-10-21",28.26,"kg","Premium"
6307,2112,0,"Mango","2024-11-25",28.26,"kg","Premium"
6308,2113,0,"Cucumber","2024-10-14",2.60,"kg","Premium"
6309,2113,0,"Cucumber","2022-11-02",2.60,"kg","Premium"
6310,2113,0,"Cucumber","2023-12-24",2.60,"kg","Premium"
6311,2114,0,"Palay (Rice)","2022-05-13",5.36,"kg","Premium"
6312,2114,0,"Palay (Rice)","2024-12-12",5.36,"kg","Premium"
6313,2114,0,"Palay (Rice)","2023-09-05",5.36,"kg","Premium"
6314,2114,0,"Palay (Rice)","2024-03-27",5.36,"kg","Premium"
6315,2115,0,"Eggplant","2022-04-02",29.37,"kg","Premium"
6316,2115,0,"Eggplant","2022-03-18",29.37,"kg","Premium"
6317,2115,0,"Eggplant","2024-11-14",29.37,"kg","Premium"
6318,2116,0,"Papaya","2024-07-04",3.20,"kg","Premium"
6319,2116,0,"Papaya","2024-01-06",3.20,"kg","Premium"
6320,2117,0,"Tomato","2023-01-08",21.40,"kg","Premium"
6321,2117,0,"Tomato","2024-05-24",21.40,"kg","Premium"
6322,2118,0,"Eggplant","2023-04-18",25.65,"kg","Premium"
6323,2118,0,"Eggplant","2023-04-10",25.65,"kg","Premium"
6324,2118,0,"Eggplant","2022-07-12",25.65,"kg","Premium"
6325,2119,0,"Eggplant","2023-11-05",36.68,"kg","Premium"
6326,2119,0,"Eggplant","2023-10-07",36.68,"kg","Premium"
6327,2119,0,"Eggplant","2024-01-13",36.68,"kg","Premium"
6328,2120,0,"Mango","2022-02-12",17.64,"kg","Premium"
6329,2120,0,"Mango","2023-07-10",17.64,"kg","Premium"
6330,2120,0,"Mango","2022-05-03",17.64,"kg","Premium"
6331,2121,0,"Okra","2022-08-09",9.35,"kg","Premium"
6332,2121,0,"Okra","2023-07-09",9.35,"kg","Premium"
6333,2121,0,"Okra","2022-03-21",9.35,"kg","Premium"
6334,2122,0,"Pepper","2024-05-26",22.30,"kg","Premium"
6335,2122,0,"Pepper","2024-11-04",22.30,"kg","Premium"
6336,2122,0,"Pepper","2022-05-14",22.30,"kg","Premium"
6337,2123,0,"Mango","2022-11-14",15.05,"kg","Premium"
6338,2123,0,"Mango","2023-11-18",15.05,"kg","Premium"
6339,2124,0,"Cassava","2024-07-03",3.00,"kg","Premium"
6340,2124,0,"Cassava","2023-01-20",3.00,"kg","Premium"
6341,2125,0,"Tomato","2023-10-07",35.15,"kg","Premium"
6342,2125,0,"Tomato","2023-11-01",35.15,"kg","Premium"
6343,2125,0,"Tomato","2023-01-07",35.15,"kg","Premium"
6344,2126,0,"Sweet Potato","2022-05-15",20.80,"kg","Premium"
6345,2126,0,"Sweet Potato","2022-01-19",20.80,"kg","Premium"
6346,2127,0,"Squash","2023-01-17",19.20,"kg","Premium"
6347,2127,0,"Squash","2023-12-08",19.20,"kg","Premium"
6348,2127,0,"Squash","2022-10-06",19.20,"kg","Premium"
6349,2128,0,"Corn","2024-07-05",8.53,"kg","Premium"
6350,2128,0,"Corn","2024-10-19",8.53,"kg","Premium"
6351,2128,0,"Corn","2024-09-26",8.53,"kg","Premium"
6352,2128,0,"Corn","2024-01-19",8.53,"kg","Premium"
6353,2129,0,"Eggplant","2022-05-20",60.54,"kg","Premium"
6354,2129,0,"Eggplant","2024-08-01",60.54,"kg","Premium"
6355,2129,0,"Eggplant","2022-09-24",60.54,"kg","Premium"
6356,2129,0,"Eggplant","2024-04-26",60.54,"kg","Premium"
6357,2130,0,"Mango","2023-10-18",14.85,"kg","Premium"
6358,2130,0,"Mango","2022-12-16",14.85,"kg","Premium"
6359,2131,0,"Pepper","2023-08-06",36.54,"kg","Premium"
6360,2131,0,"Pepper","2023-01-15",36.54,"kg","Premium"
6361,2131,0,"Pepper","2023-11-18",36.54,"kg","Premium"
6362,2131,0,"Pepper","2023-09-02",36.54,"kg","Premium"
6363,2132,0,"Corn","2024-08-05",3.81,"kg","Below Standard"
6364,2132,0,"Corn","2024-05-09",8.46,"kg","Premium"
6365,2133,0,"Eggplant","2024-02-23",53.17,"kg","Premium"
6366,2133,0,"Eggplant","2023-06-27",53.17,"kg","Premium"
6367,2133,0,"Eggplant","2023-07-28",53.17,"kg","Premium"
6368,2133,0,"Eggplant","2023-12-15",53.17,"kg","Premium"
6369,2134,0,"Palay (Rice)","2022-05-24",22.86,"kg","Premium"
6370,2134,0,"Palay (Rice)","2022-02-15",22.86,"kg","Premium"
6371,2134,0,"Palay (Rice)","2022-01-27",22.86,"kg","Premium"
6372,2134,0,"Palay (Rice)","2022-05-07",22.86,"kg","Premium"
6373,2135,0,"Eggplant","2024-09-04",50.91,"kg","Premium"
6374,2135,0,"Eggplant","2024-05-14",50.91,"kg","Premium"
6375,2135,0,"Eggplant","2023-04-05",50.91,"kg","Premium"
6376,2136,0,"Papaya","2023-05-26",11.45,"kg","Premium"
6377,2136,0,"Papaya","2022-08-22",11.45,"kg","Premium"
6378,2136,0,"Papaya","2024-09-14",3.89,"kg","Below Standard"
6379,2137,0,"Sweet Potato","2022-08-16",7.55,"kg","Premium"
6380,2137,0,"Sweet Potato","2023-09-13",7.55,"kg","Premium"
6381,2138,0,"Eggplant","2023-08-04",56.85,"kg","Premium"
6382,2138,0,"Eggplant","2022-03-25",56.85,"kg","Premium"
6383,2139,0,"Eggplant","2022-02-13",28.92,"kg","Premium"
6384,2139,0,"Eggplant","2023-05-10",28.92,"kg","Premium"
6385,2140,0,"Palay (Rice)","2022-03-07",6.37,"kg","Premium"
6386,2140,0,"Palay (Rice)","2022-01-10",6.37,"kg","Premium"
6387,2140,0,"Palay (Rice)","2022-06-18",6.37,"kg","Premium"
6388,2140,0,"Palay (Rice)","2022-08-04",6.37,"kg","Premium"
6389,2141,0,"Cassava","2023-07-13",19.28,"kg","Premium"
6390,2141,0,"Cassava","2024-01-26",19.28,"kg","Premium"
6391,2141,0,"Cassava","2023-01-06",19.28,"kg","Premium"
6392,2142,0,"Okra","2024-05-08",23.95,"kg","Premium"
6393,2142,0,"Okra","2022-05-17",23.95,"kg","Premium"
6394,2142,0,"Okra","2024-10-01",23.95,"kg","Premium"
6395,2142,0,"Okra","2023-06-03",23.95,"kg","Premium"
6396,2143,0,"Palay (Rice)","2022-10-23",3.59,"kg","Premium"
6397,2143,0,"Palay (Rice)","2022-01-15",3.59,"kg","Premium"
6398,2143,0,"Palay (Rice)","2022-12-01",3.59,"kg","Premium"
6399,2143,0,"Palay (Rice)","2023-02-09",3.59,"kg","Premium"
6400,2144,0,"Cucumber","2023-03-25",22.60,"kg","Premium"
6401,2144,0,"Cucumber","2023-05-26",22.60,"kg","Premium"
6402,2145,0,"Corn","2022-02-14",11.16,"kg","Premium"
6403,2145,0,"Corn","2023-03-23",11.16,"kg","Premium"
6404,2145,0,"Corn","2023-12-17",11.16,"kg","Premium"
6405,2146,0,"Okra","2023-05-14",24.43,"kg","Premium"
6406,2146,0,"Okra","2023-12-13",24.43,"kg","Premium"
6407,2146,0,"Okra","2024-09-14",24.43,"kg","Premium"
6408,2146,0,"Okra","2023-09-25",24.43,"kg","Premium"
6409,2147,0,"Okra","2022-02-05",18.55,"kg","Premium"
6410,2147,0,"Okra","2024-02-09",18.55,"kg","Premium"
6411,2148,0,"Tomato","2024-02-19",48.06,"kg","Premium"
6412,2148,0,"Tomato","2024-03-27",48.06,"kg","Premium"
6413,2149,0,"Cassava","2024-04-11",3.42,"kg","Premium"
6414,2149,0,"Cassava","2024-02-05",3.42,"kg","Premium"
6415,2149,0,"Cassava","2022-06-18",3.42,"kg","Premium"
6416,2149,0,"Cassava","2023-09-25",3.42,"kg","Premium"
6417,2150,0,"Squash","2023-05-02",23.70,"kg","Premium"
6418,2150,0,"Squash","2023-11-26",23.70,"kg","Premium"
6419,2150,0,"Squash","2023-03-24",23.70,"kg","Premium"
6420,2151,0,"Papaya","2023-10-19",12.90,"kg","Premium"
6421,2151,0,"Papaya","2022-06-17",12.90,"kg","Premium"
6422,2151,0,"Papaya","2024-03-27",12.90,"kg","Premium"
6423,2152,0,"Palay (Rice)","2023-02-03",16.93,"kg","Premium"
6424,2152,0,"Palay (Rice)","2023-04-07",16.93,"kg","Premium"
6425,2153,0,"Eggplant","2023-11-06",11.96,"kg","Premium"
6426,2153,0,"Eggplant","2024-03-17",11.96,"kg","Premium"
6427,2153,0,"Eggplant","2022-07-25",11.96,"kg","Premium"
6428,2153,0,"Eggplant","2022-09-24",11.96,"kg","Premium"
6429,2154,0,"Banana","2023-08-27",26.39,"kg","Premium"
6430,2154,0,"Banana","2022-06-20",26.39,"kg","Premium"
6431,2154,0,"Banana","2024-03-13",26.39,"kg","Premium"
6432,2154,0,"Banana","2022-05-22",26.39,"kg","Premium"
6433,2155,0,"Eggplant","2023-09-03",29.75,"kg","Premium"
6434,2155,0,"Eggplant","2023-12-04",29.75,"kg","Premium"
6435,2155,0,"Eggplant","2024-12-14",29.75,"kg","Premium"
6436,2155,0,"Eggplant","2023-09-16",29.75,"kg","Premium"
6437,2156,0,"Palay (Rice)","2022-04-16",28.44,"kg","Premium"
6438,2156,0,"Palay (Rice)","2022-04-28",28.44,"kg","Premium"
6439,2157,0,"Banana","2022-02-02",4.50,"kg","Premium"
6440,2157,0,"Banana","2022-01-13",4.50,"kg","Premium"
6441,2158,0,"Mango","2022-07-01",8.60,"kg","Premium"
6442,2158,0,"Mango","2022-11-26",8.60,"kg","Premium"
6443,2159,0,"Eggplant","2024-09-09",22.24,"kg","Premium"
6444,2159,0,"Eggplant","2022-02-23",22.24,"kg","Premium"
6445,2159,0,"Eggplant","2022-12-12",22.24,"kg","Premium"
6446,2159,0,"Eggplant","2022-10-18",22.24,"kg","Premium"
6447,2160,0,"Tomato","2023-04-03",17.08,"kg","Premium"
6448,2160,0,"Tomato","2023-11-20",17.08,"kg","Premium"
6449,2160,0,"Tomato","2023-10-26",17.08,"kg","Premium"
6450,2161,0,"Tomato","2022-11-13",45.87,"kg","Premium"
6451,2161,0,"Tomato","2024-05-01",45.87,"kg","Premium"
6452,2162,0,"Mango","2022-12-27",6.40,"kg","Premium"
6453,2162,0,"Mango","2024-12-03",6.40,"kg","Premium"
6454,2162,0,"Mango","2023-10-12",6.40,"kg","Premium"
6455,2163,0,"Cassava","2023-01-21",6.30,"kg","Premium"
6456,2163,0,"Cassava","2024-03-28",6.30,"kg","Premium"
6457,2163,0,"Cassava","2023-03-14",6.30,"kg","Premium"
6458,2163,0,"Cassava","2024-10-18",6.30,"kg","Premium"
6459,2164,0,"Palay (Rice)","2022-04-13",18.24,"kg","Premium"
6460,2164,0,"Palay (Rice)","2023-06-23",18.24,"kg","Premium"
6461,2165,0,"Cucumber","2024-02-18",59.85,"kg","Premium"
6462,2165,0,"Cucumber","2022-09-02",59.85,"kg","Premium"
6463,2165,0,"Cucumber","2024-10-26",59.85,"kg","Premium"
6464,2166,0,"Mango","2023-02-14",7.30,"kg","Premium"
6465,2166,0,"Mango","2023-11-10",7.30,"kg","Premium"
6466,2166,0,"Mango","2022-03-27",7.30,"kg","Premium"
6467,2166,0,"Mango","2023-03-04",7.30,"kg","Premium"
6468,2167,0,"Tomato","2023-11-06",31.64,"kg","Premium"
6469,2167,0,"Tomato","2024-04-24",31.64,"kg","Premium"
6470,2167,0,"Tomato","2023-12-08",31.64,"kg","Premium"
6471,2168,0,"Palay (Rice)","2022-01-02",19.35,"kg","Premium"
6472,2168,0,"Palay (Rice)","2024-07-22",19.35,"kg","Premium"
6473,2169,0,"Squash","2024-11-04",9.83,"kg","Premium"
6474,2169,0,"Squash","2022-11-06",9.83,"kg","Premium"
6475,2169,0,"Squash","2023-09-19",9.83,"kg","Premium"
6476,2169,0,"Squash","2023-01-28",9.83,"kg","Premium"
6477,2170,0,"Eggplant","2022-04-21",51.09,"kg","Premium"
6478,2170,0,"Eggplant","2022-02-05",51.09,"kg","Premium"
6479,2170,0,"Eggplant","2024-07-10",51.09,"kg","Premium"
6480,2171,0,"Eggplant","2023-10-05",23.26,"kg","Premium"
6481,2171,0,"Eggplant","2024-02-05",23.26,"kg","Premium"
6482,2171,0,"Eggplant","2023-04-16",23.26,"kg","Premium"
6483,2172,0,"Corn","2022-04-15",13.75,"kg","Premium"
6484,2172,0,"Corn","2022-05-14",13.75,"kg","Premium"
6485,2172,0,"Corn","2023-05-10",13.75,"kg","Premium"
6486,2172,0,"Corn","2024-02-04",13.75,"kg","Premium"
6487,2173,0,"Banana","2022-02-23",2.95,"kg","Premium"
6488,2173,0,"Banana","2022-10-04",2.95,"kg","Premium"
6489,2173,0,"Banana","2022-10-12",2.95,"kg","Premium"
6490,2173,0,"Banana","2022-09-19",2.95,"kg","Premium"
6491,2174,0,"Corn","2022-11-04",17.80,"kg","Premium"
6492,2174,0,"Corn","2022-05-26",17.80,"kg","Premium"
6493,2175,0,"Cucumber","2023-11-09",7.60,"kg","Premium"
6494,2175,0,"Cucumber","2023-01-27",7.60,"kg","Premium"
6495,2176,0,"Palay (Rice)","2024-03-26",29.24,"kg","Premium"
6496,2176,0,"Palay (Rice)","2022-05-21",29.24,"kg","Premium"
6497,2177,0,"Squash","2024-02-16",5.77,"kg","Premium"
6498,2177,0,"Squash","2023-05-16",5.77,"kg","Premium"
6499,2178,0,"Palay (Rice)","2022-11-25",13.68,"kg","Premium"
6500,2178,0,"Palay (Rice)","2022-08-17",13.68,"kg","Premium"
6501,2179,0,"Cassava","2022-04-26",16.55,"kg","Premium"
6502,2179,0,"Cassava","2022-10-23",16.55,"kg","Premium"
6503,2179,0,"Cassava","2022-10-25",16.55,"kg","Premium"
6504,2180,0,"Sweet Potato","2022-02-15",7.45,"kg","Premium"
6505,2180,0,"Sweet Potato","2023-08-28",7.45,"kg","Premium"
6506,2181,0,"Pepper","2024-05-19",38.79,"kg","Premium"
6507,2181,0,"Pepper","2024-10-02",38.79,"kg","Premium"
6508,2182,0,"Banana","2022-02-10",21.05,"kg","Premium"
6509,2182,0,"Banana","2022-07-22",21.05,"kg","Premium"
6510,2182,0,"Banana","2024-01-16",21.05,"kg","Premium"
6511,2183,0,"Banana","2022-01-05",24.25,"kg","Premium"
6512,2183,0,"Banana","2023-09-01",24.25,"kg","Premium"
6513,2183,0,"Banana","2022-06-08",24.25,"kg","Premium"
6514,2184,0,"Palay (Rice)","2024-01-03",15.06,"kg","Premium"
6515,2184,0,"Palay (Rice)","2022-12-06",15.06,"kg","Premium"
6516,2184,0,"Palay (Rice)","2022-11-04",15.06,"kg","Premium"
6517,2185,0,"Tomato","2022-12-21",13.02,"kg","Premium"
6518,2185,0,"Tomato","2023-03-17",13.02,"kg","Premium"
6519,2185,0,"Tomato","2023-02-11",13.02,"kg","Premium"
6520,2185,0,"Tomato","2022-08-21",13.02,"kg","Premium"
6521,2186,0,"Cucumber","2024-02-04",23.95,"kg","Premium"
6522,2186,0,"Cucumber","2022-05-25",23.95,"kg","Premium"
6523,2186,0,"Cucumber","2022-01-09",23.95,"kg","Premium"
6524,2186,0,"Cucumber","2024-10-09",23.95,"kg","Premium"
6525,2187,0,"Cucumber","2024-01-05",6.10,"kg","Premium"
6526,2187,0,"Cucumber","2024-05-05",6.10,"kg","Premium"
6527,2188,0,"Palay (Rice)","2024-02-03",12.68,"kg","Premium"
6528,2188,0,"Palay (Rice)","2023-10-10",12.68,"kg","Premium"
6529,2189,0,"Tomato","2023-06-23",25.29,"kg","Premium"
6530,2189,0,"Tomato","2022-03-18",25.29,"kg","Premium"
6531,2190,0,"Sweet Potato","2022-11-27",23.41,"kg","Premium"
6532,2190,0,"Sweet Potato","2023-02-24",23.41,"kg","Premium"
6533,2190,0,"Sweet Potato","2024-08-21",23.41,"kg","Premium"
6534,2191,0,"Eggplant","2022-01-07",10.78,"kg","Premium"
6535,2191,0,"Eggplant","2023-11-09",10.78,"kg","Premium"
6536,2192,0,"Mango","2022-06-03",7.65,"kg","Premium"
6537,2192,0,"Mango","2023-12-11",7.65,"kg","Premium"
6538,2192,0,"Mango","2024-02-15",7.65,"kg","Premium"
6539,2193,0,"Papaya","2022-02-26",6.70,"kg","Premium"
6540,2193,0,"Papaya","2023-01-10",6.70,"kg","Premium"
6541,2193,0,"Papaya","2022-12-19",6.70,"kg","Premium"
6542,2193,0,"Papaya","2024-02-18",6.70,"kg","Premium"
6543,2194,0,"Eggplant","2023-07-10",16.24,"kg","Premium"
6544,2194,0,"Eggplant","2022-06-28",16.24,"kg","Premium"
6545,2194,0,"Eggplant","2022-09-19",16.24,"kg","Premium"
6546,2195,0,"Tomato","2023-08-14",13.78,"kg","Premium"
6547,2195,0,"Tomato","2024-05-06",13.78,"kg","Premium"
6548,2195,0,"Tomato","2022-04-12",13.78,"kg","Premium"
6549,2196,0,"Eggplant","2024-06-02",16.99,"kg","Premium"
6550,2196,0,"Eggplant","2023-06-02",16.99,"kg","Premium"
6551,2196,0,"Eggplant","2023-05-25",16.99,"kg","Premium"
6552,2196,0,"Eggplant","2022-01-11",16.99,"kg","Premium"
6553,2197,0,"Papaya","2022-02-01",52.52,"kg","Premium"
6554,2197,0,"Papaya","2022-08-02",52.52,"kg","Premium"
6555,2197,0,"Papaya","2024-05-02",52.52,"kg","Premium"
6556,2197,0,"Papaya","2023-08-04",52.52,"kg","Premium"
6557,2198,0,"Papaya","2024-12-24",19.55,"kg","Premium"
6558,2198,0,"Papaya","2023-01-09",19.55,"kg","Premium"
6559,2199,0,"Okra","2024-04-23",5.00,"kg","Premium"
6560,2199,0,"Okra","2022-02-26",5.00,"kg","Premium"
6561,2199,0,"Okra","2024-03-20",5.00,"kg","Premium"
6562,2199,0,"Okra","2024-06-26",5.00,"kg","Premium"
6563,2200,0,"Corn","2022-06-23",6.68,"kg","Premium"
6564,2200,0,"Corn","2024-05-20",6.68,"kg","Premium"
6565,2200,0,"Corn","2023-04-22",6.68,"kg","Premium"
6566,2201,0,"Cassava","2023-04-23",9.29,"kg","Premium"
6567,2201,0,"Cassava","2022-07-24",9.29,"kg","Premium"
6568,2202,0,"Cassava","2022-03-11",26.87,"kg","Premium"
6569,2202,0,"Cassava","2023-04-10",26.87,"kg","Premium"
6570,2202,0,"Cassava","2023-10-08",26.87,"kg","Premium"
6571,2202,0,"Cassava","2022-11-24",26.87,"kg","Premium"
6572,2203,0,"Corn","2024-08-23",25.99,"kg","Premium"
6573,2203,0,"Corn","2024-01-05",25.99,"kg","Premium"
6574,2203,0,"Corn","2023-08-02",25.99,"kg","Premium"
6575,2204,0,"Squash","2024-01-27",22.68,"kg","Premium"
6576,2204,0,"Squash","2022-10-19",22.68,"kg","Premium"
6577,2204,0,"Squash","2022-11-20",22.68,"kg","Premium"
6578,2204,0,"Squash","2023-08-25",22.68,"kg","Premium"
6579,2205,0,"Mango","2022-02-27",14.75,"kg","Premium"
6580,2205,0,"Mango","2024-01-03",14.75,"kg","Premium"
6581,2205,0,"Mango","2024-01-05",14.75,"kg","Premium"
6582,2206,0,"Squash","2024-11-15",9.40,"kg","Premium"
6583,2206,0,"Squash","2022-08-11",9.40,"kg","Premium"
6584,2207,0,"Palay (Rice)","2024-06-11",3.60,"kg","Premium"
6585,2207,0,"Palay (Rice)","2024-05-27",3.60,"kg","Premium"
6586,2207,0,"Palay (Rice)","2024-06-16",3.60,"kg","Premium"
6587,2207,0,"Palay (Rice)","2022-08-02",3.60,"kg","Premium"
6588,2208,0,"Eggplant","2023-05-06",15.84,"kg","Premium"
6589,2208,0,"Eggplant","2023-08-21",15.84,"kg","Premium"
6590,2209,0,"Corn","2024-03-17",12.85,"kg","Premium"
6591,2209,0,"Corn","2022-10-09",12.85,"kg","Premium"
6592,2209,0,"Corn","2022-01-22",12.85,"kg","Premium"
6593,2210,0,"Cucumber","2024-07-13",17.37,"kg","Premium"
6594,2210,0,"Cucumber","2023-01-07",17.37,"kg","Premium"
6595,2210,0,"Cucumber","2022-01-06",17.37,"kg","Premium"
6596,2211,0,"Palay (Rice)","2023-06-18",18.67,"kg","Premium"
6597,2211,0,"Palay (Rice)","2023-11-27",18.67,"kg","Premium"
6598,2211,0,"Palay (Rice)","2024-06-10",18.67,"kg","Premium"
6599,2212,0,"Mango","2022-10-23",11.30,"kg","Premium"
6600,2212,0,"Mango","2022-04-15",11.30,"kg","Premium"
6601,2212,0,"Mango","2023-05-16",11.30,"kg","Premium"
6602,2212,0,"Mango","2022-06-07",11.30,"kg","Premium"
6603,2213,0,"Cucumber","2023-05-16",21.80,"kg","Premium"
6604,2213,0,"Cucumber","2022-10-17",21.80,"kg","Premium"
6605,2214,0,"Tomato","2022-12-05",37.07,"kg","Premium"
6606,2214,0,"Tomato","2023-10-03",37.07,"kg","Premium"
6607,2214,0,"Tomato","2022-08-20",37.07,"kg","Premium"
6608,2214,0,"Tomato","2024-12-15",37.07,"kg","Premium"
6609,2215,0,"Eggplant","2023-03-09",9.69,"kg","Premium"
6610,2215,0,"Eggplant","2023-02-03",9.69,"kg","Premium"
6611,2215,0,"Eggplant","2024-03-10",9.69,"kg","Premium"
6612,2215,0,"Eggplant","2022-06-14",9.69,"kg","Premium"
6613,2216,0,"Palay (Rice)","2024-10-13",20.72,"kg","Premium"
6614,2216,0,"Palay (Rice)","2023-03-20",20.72,"kg","Premium"
6615,2216,0,"Palay (Rice)","2023-10-27",20.72,"kg","Premium"
6616,2217,0,"Corn","2023-12-11",4.22,"kg","Premium"
6617,2217,0,"Corn","2022-07-16",4.22,"kg","Premium"
6618,2217,0,"Corn","2023-04-03",4.22,"kg","Premium"
6619,2218,0,"Eggplant","2023-12-09",25.83,"kg","Premium"
6620,2218,0,"Eggplant","2022-07-17",25.83,"kg","Premium"
6621,2218,0,"Eggplant","2022-09-17",25.83,"kg","Premium"
6622,2218,0,"Eggplant","2024-04-28",25.83,"kg","Premium"
6623,2219,0,"Pepper","2024-04-22",40.52,"kg","Premium"
6624,2219,0,"Pepper","2022-02-28",40.52,"kg","Premium"
6625,2219,0,"Pepper","2024-10-07",40.52,"kg","Premium"
6626,2219,0,"Pepper","2024-11-08",40.52,"kg","Premium"
6627,2220,0,"Eggplant","2022-08-27",17.83,"kg","Premium"
6628,2220,0,"Eggplant","2022-07-03",17.83,"kg","Premium"
6629,2221,0,"Okra","2022-09-02",4.48,"kg","Premium"
6630,2221,0,"Okra","2023-09-16",4.48,"kg","Premium"
6631,2221,0,"Okra","2022-11-26",4.48,"kg","Premium"
6632,2221,0,"Okra","2024-03-04",4.48,"kg","Premium"
6633,2222,0,"Sweet Potato","2023-06-16",23.70,"kg","Premium"
6634,2222,0,"Sweet Potato","2022-02-22",23.70,"kg","Premium"
6635,2222,0,"Sweet Potato","2023-07-08",23.70,"kg","Premium"
6636,2222,0,"Sweet Potato","2023-06-10",23.70,"kg","Premium"
6637,2223,0,"Pepper","2022-10-25",12.72,"kg","Premium"
6638,2223,0,"Pepper","2023-07-23",12.72,"kg","Premium"
6639,2223,0,"Pepper","2024-08-17",12.72,"kg","Premium"
6640,2224,0,"Palay (Rice)","2023-06-02",16.85,"kg","Premium"
6641,2224,0,"Palay (Rice)","2022-12-03",16.85,"kg","Premium"
6642,2225,0,"Corn","2022-07-27",4.28,"kg","Premium"
6643,2225,0,"Corn","2023-06-07",4.28,"kg","Premium"
6644,2225,0,"Corn","2023-06-06",4.28,"kg","Premium"
6645,2226,0,"Papaya","2023-03-16",5.25,"kg","Premium"
6646,2226,0,"Papaya","2024-12-16",5.25,"kg","Premium"
6647,2226,0,"Papaya","2023-02-21",5.25,"kg","Premium"
6648,2227,0,"Eggplant","2022-12-15",8.98,"kg","Premium"
6649,2227,0,"Eggplant","2023-02-14",8.98,"kg","Premium"
6650,2228,0,"Cucumber","2024-09-13",6.23,"kg","Below Standard"
6651,2228,0,"Cucumber","2024-08-16",5.71,"kg","Below Standard"
6652,2229,0,"Palay (Rice)","2024-01-01",23.17,"kg","Premium"
6653,2229,0,"Palay (Rice)","2024-11-01",7.41,"kg","Below Standard"
6654,2229,0,"Palay (Rice)","2023-11-18",23.17,"kg","Premium"
6655,2230,0,"Squash","2023-06-26",19.20,"kg","Premium"
6656,2230,0,"Squash","2024-06-15",19.20,"kg","Premium"
6657,2230,0,"Squash","2024-03-02",19.20,"kg","Premium"
6658,2230,0,"Squash","2023-07-02",19.20,"kg","Premium"
6659,2231,0,"Papaya","2024-04-26",20.10,"kg","Premium"
6660,2231,0,"Papaya","2024-06-03",20.10,"kg","Premium"
6661,2231,0,"Papaya","2022-03-05",20.10,"kg","Premium"
6662,2232,0,"Mango","2024-06-23",49.57,"kg","Premium"
6663,2232,0,"Mango","2022-10-12",49.57,"kg","Premium"
6664,2232,0,"Mango","2023-01-10",49.57,"kg","Premium"
6665,2232,0,"Mango","2023-04-13",49.57,"kg","Premium"
6666,2233,0,"Cucumber","2022-04-24",16.75,"kg","Premium"
6667,2233,0,"Cucumber","2023-08-24",16.75,"kg","Premium"
6668,2233,0,"Cucumber","2023-02-12",16.75,"kg","Premium"
6669,2234,0,"Squash","2022-04-06",22.20,"kg","Premium"
6670,2234,0,"Squash","2024-10-21",22.20,"kg","Premium"
6671,2234,0,"Squash","2022-08-28",22.20,"kg","Premium"
6672,2234,0,"Squash","2024-07-09",22.20,"kg","Premium"
6673,2235,0,"Palay (Rice)","2023-06-20",13.29,"kg","Premium"
6674,2235,0,"Palay (Rice)","2024-04-10",13.29,"kg","Premium"
6675,2235,0,"Palay (Rice)","2023-12-14",13.29,"kg","Premium"
6676,2235,0,"Palay (Rice)","2023-08-09",13.29,"kg","Premium"
6677,2236,0,"Palay (Rice)","2023-04-15",10.68,"kg","Premium"
6678,2236,0,"Palay (Rice)","2022-06-22",10.68,"kg","Premium"
6679,2237,0,"Okra","2022-02-25",19.25,"kg","Premium"
6680,2237,0,"Okra","2023-04-28",19.25,"kg","Premium"
6681,2237,0,"Okra","2022-06-13",19.25,"kg","Premium"
6682,2237,0,"Okra","2023-12-11",19.25,"kg","Premium"
6683,2238,0,"Palay (Rice)","2023-09-28",20.74,"kg","Premium"
6684,2238,0,"Palay (Rice)","2024-11-20",20.74,"kg","Premium"
6685,2238,0,"Palay (Rice)","2022-01-12",20.74,"kg","Premium"
6686,2239,0,"Banana","2022-11-24",26.56,"kg","Premium"
6687,2239,0,"Banana","2022-02-24",26.56,"kg","Premium"
6688,2239,0,"Banana","2024-03-09",26.56,"kg","Premium"
6689,2240,0,"Pepper","2022-08-17",16.29,"kg","Premium"
6690,2240,0,"Pepper","2024-03-21",16.29,"kg","Premium"
6691,2240,0,"Pepper","2024-07-01",16.29,"kg","Premium"
6692,2241,0,"Corn","2022-02-18",21.06,"kg","Premium"
6693,2241,0,"Corn","2023-09-27",21.06,"kg","Premium"
6694,2241,0,"Corn","2022-12-11",21.06,"kg","Premium"
